2025-02-02 02:01:32.993 | INFO     | __main__:__init__:31 - Sistema Multi-Agentes inicializado
2025-02-02 02:03:52.597 | INFO     | __main__:process_project:44 - Iniciando análisis del proyecto
2025-02-02 02:03:52.656 | ERROR    | agents.coordinator_agent:process_project_request:75 - Error al procesar solicitud de proyecto: 'charmap' codec can't encode characters in position 0-6: character maps to <undefined>
2025-02-02 02:03:52.657 | ERROR    | __main__:process_project:56 - Error al procesar proyecto: Error al procesar solicitud de proyecto: 'charmap' codec can't encode characters in position 0-6: character maps to <undefined>
2025-02-02 02:03:52.657 | ERROR    | __main__:main:128 - Error en la ejecución: Object of type coroutine is not JSON serializable
2025-02-02 02:05:02.958 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:05:02.958 | INFO     | agents.programmer_agent:__init__:32 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:05:02.958 | INFO     | agents.coordinator_agent:register_programmer:90 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:05:02.958 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:05:02.958 | INFO     | agents.programmer_agent:__init__:32 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:05:02.958 | INFO     | agents.coordinator_agent:register_programmer:90 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:05:02.958 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:05:02.959 | INFO     | agents.programmer_agent:__init__:32 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:05:02.959 | INFO     | agents.coordinator_agent:register_programmer:90 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:05:02.959 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:05:02.959 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:05:03.021 | ERROR    | agents.coordinator_agent:process_project_request:74 - Error al procesar solicitud de proyecto: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
2025-02-02 02:05:03.021 | ERROR    | __main__:process_project:61 - Error al procesar proyecto: Error al procesar solicitud de proyecto: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
2025-02-02 02:06:44.585 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:06:44.586 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:06:44.586 | INFO     | agents.coordinator_agent:register_programmer:99 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:06:44.586 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:06:44.586 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:06:44.586 | INFO     | agents.coordinator_agent:register_programmer:99 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:06:44.587 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:06:44.587 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:06:44.587 | INFO     | agents.coordinator_agent:register_programmer:99 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:06:44.587 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:06:44.587 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:07:24.198 | ERROR    | agents.coordinator_agent:process_project_request:83 - Error al procesar solicitud de proyecto: the JSON object must be str, bytes or bytearray, not NoneType
2025-02-02 02:07:24.198 | ERROR    | __main__:process_project:61 - Error al procesar proyecto: Error al procesar solicitud de proyecto: the JSON object must be str, bytes or bytearray, not NoneType
2025-02-02 02:08:54.465 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:08:54.465 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:08:54.465 | INFO     | agents.coordinator_agent:register_programmer:109 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:08:54.466 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:08:54.466 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:08:54.466 | INFO     | agents.coordinator_agent:register_programmer:109 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:08:54.466 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:08:54.466 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:08:54.466 | INFO     | agents.coordinator_agent:register_programmer:109 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:08:54.466 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:08:54.467 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:08:54.467 | ERROR    | agents.coordinator_agent:process_project_request:93 - Error al procesar solicitud de proyecto: 'Agent' object has no attribute 'get_response'
2025-02-02 02:08:54.467 | ERROR    | __main__:process_project:61 - Error al procesar proyecto: Error al procesar solicitud de proyecto: 'Agent' object has no attribute 'get_response'
2025-02-02 02:11:54.868 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:11:54.868 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:11:54.868 | INFO     | agents.coordinator_agent:register_programmer:109 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:11:54.868 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:11:54.869 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:11:54.869 | INFO     | agents.coordinator_agent:register_programmer:109 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:11:54.869 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:11:54.869 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:11:54.869 | INFO     | agents.coordinator_agent:register_programmer:109 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:11:54.870 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:11:54.870 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:12:28.854 | ERROR    | agents.coordinator_agent:process_project_request:93 - Error al procesar solicitud de proyecto: El modelo no generó una respuesta
2025-02-02 02:12:28.855 | ERROR    | __main__:process_project:61 - Error al procesar proyecto: Error al procesar solicitud de proyecto: El modelo no generó una respuesta
2025-02-02 02:14:03.155 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:14:03.155 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:14:03.155 | INFO     | agents.coordinator_agent:register_programmer:122 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:14:03.155 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:14:03.156 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:14:03.156 | INFO     | agents.coordinator_agent:register_programmer:122 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:14:03.156 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:14:03.156 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:14:03.156 | INFO     | agents.coordinator_agent:register_programmer:122 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:14:03.156 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:14:03.156 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:14:31.892 | ERROR    | agents.coordinator_agent:process_project_request:106 - Error al procesar solicitud de proyecto: La respuesta está vacía
2025-02-02 02:14:31.892 | ERROR    | __main__:process_project:61 - Error al procesar proyecto: Error al procesar solicitud de proyecto: La respuesta está vacía
2025-02-02 02:15:18.989 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:15:18.989 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:15:18.990 | INFO     | agents.coordinator_agent:register_programmer:135 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:15:18.990 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:15:18.990 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:15:18.991 | INFO     | agents.coordinator_agent:register_programmer:135 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:15:18.991 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:15:18.991 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:15:18.991 | INFO     | agents.coordinator_agent:register_programmer:135 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:15:18.992 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:15:18.992 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:15:46.486 | ERROR    | agents.coordinator_agent:process_project_request:119 - Error al procesar solicitud de proyecto: La respuesta está vacía
2025-02-02 02:15:46.486 | ERROR    | __main__:process_project:61 - Error al procesar proyecto: Error al procesar solicitud de proyecto: La respuesta está vacía
2025-02-02 02:16:40.555 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:16:40.555 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:16:40.556 | INFO     | agents.coordinator_agent:register_programmer:141 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:16:40.556 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:16:40.556 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:16:40.556 | INFO     | agents.coordinator_agent:register_programmer:141 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:16:40.556 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:16:40.556 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:16:40.557 | INFO     | agents.coordinator_agent:register_programmer:141 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:16:40.557 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:16:40.557 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:17:17.050 | ERROR    | agents.coordinator_agent:process_project_request:125 - Error al procesar solicitud de proyecto: La respuesta está vacía
2025-02-02 02:17:17.050 | ERROR    | __main__:process_project:61 - Error al procesar proyecto: Error al procesar solicitud de proyecto: La respuesta está vacía
2025-02-02 02:19:11.811 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:19:11.811 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:19:11.812 | INFO     | agents.coordinator_agent:register_programmer:145 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:19:11.812 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:19:11.812 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:19:11.812 | INFO     | agents.coordinator_agent:register_programmer:145 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:19:11.812 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:19:11.813 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:19:11.813 | INFO     | agents.coordinator_agent:register_programmer:145 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:19:11.813 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:19:11.814 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:19:47.127 | ERROR    | agents.coordinator_agent:process_project_request:129 - Error al procesar solicitud de proyecto: object NoneType can't be used in 'await' expression
2025-02-02 02:19:47.127 | INFO     | __main__:process_project:53 - Análisis del proyecto recibido: {'error': "Error al procesar solicitud de proyecto: object NoneType can't be used in 'await' expression"}
2025-02-02 02:19:47.127 | ERROR    | __main__:process_project:76 - Error al procesar proyecto: Error al procesar solicitud de proyecto: object NoneType can't be used in 'await' expression
2025-02-02 02:20:26.856 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:20:26.857 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:20:26.857 | INFO     | agents.coordinator_agent:register_programmer:145 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:20:26.857 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:20:26.857 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:20:26.857 | INFO     | agents.coordinator_agent:register_programmer:145 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:20:26.858 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:20:26.858 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:20:26.858 | INFO     | agents.coordinator_agent:register_programmer:145 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:20:26.858 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:20:26.859 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:20:26.859 | ERROR    | agents.coordinator_agent:process_project_request:129 - Error al procesar solicitud de proyecto: 'Agent' object has no attribute 'generate_response'
2025-02-02 02:20:26.859 | INFO     | __main__:process_project:53 - Análisis del proyecto recibido: {'error': "Error al procesar solicitud de proyecto: 'Agent' object has no attribute 'generate_response'"}
2025-02-02 02:20:26.859 | ERROR    | __main__:process_project:76 - Error al procesar proyecto: Error al procesar solicitud de proyecto: 'Agent' object has no attribute 'generate_response'
2025-02-02 02:21:13.188 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:21:13.188 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:21:13.188 | INFO     | agents.coordinator_agent:register_programmer:105 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:21:13.188 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:21:13.189 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:21:13.189 | INFO     | agents.coordinator_agent:register_programmer:105 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:21:13.189 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:21:13.189 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:21:13.189 | INFO     | agents.coordinator_agent:register_programmer:105 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:21:13.190 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:21:13.190 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:21:42.276 | ERROR    | agents.coordinator_agent:process_project_request:89 - Error al procesar solicitud de proyecto: object NoneType can't be used in 'await' expression
2025-02-02 02:21:42.276 | ERROR    | __main__:process_project:76 - Error al procesar proyecto: Error al procesar solicitud de proyecto: object NoneType can't be used in 'await' expression
2025-02-02 02:22:32.924 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:22:32.924 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:22:32.925 | INFO     | agents.coordinator_agent:register_programmer:138 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:22:32.925 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:22:32.925 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:22:32.925 | INFO     | agents.coordinator_agent:register_programmer:138 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:22:32.925 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:22:32.925 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:22:32.925 | INFO     | agents.coordinator_agent:register_programmer:138 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:22:32.925 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:22:32.925 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
2025-02-02 02:23:03.980 | ERROR    | agents.coordinator_agent:process_project_request:122 - Error al procesar solicitud de proyecto: object RunResponse can't be used in 'await' expression
2025-02-02 02:23:03.981 | ERROR    | __main__:process_project:76 - Error al procesar proyecto: Error al procesar solicitud de proyecto: object RunResponse can't be used in 'await' expression
2025-02-02 02:23:36.515 | INFO     | __main__:__init__:36 - Sistema Multi-Agentes inicializado
2025-02-02 02:23:36.515 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog1 inicializado con habilidades: ['python', 'web', 'database']
2025-02-02 02:23:36.515 | INFO     | agents.coordinator_agent:register_programmer:138 - Programador registrado: prog1 con habilidades: ['python', 'web', 'database']
2025-02-02 02:23:36.515 | INFO     | __main__:register_programmer:43 - Programador prog1 registrado con habilidades: ['python', 'web', 'database']
2025-02-02 02:23:36.515 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog2 inicializado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:23:36.515 | INFO     | agents.coordinator_agent:register_programmer:138 - Programador registrado: prog2 con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:23:36.515 | INFO     | __main__:register_programmer:43 - Programador prog2 registrado con habilidades: ['python', 'ai', 'testing']
2025-02-02 02:23:36.516 | INFO     | agents.programmer_agent:__init__:41 - Agente Programador prog3 inicializado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:23:36.516 | INFO     | agents.coordinator_agent:register_programmer:138 - Programador registrado: prog3 con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:23:36.516 | INFO     | __main__:register_programmer:43 - Programador prog3 registrado con habilidades: ['javascript', 'frontend', 'ui']
2025-02-02 02:23:36.516 | INFO     | __main__:process_project:49 - Iniciando analisis del proyecto
